Time,CO2_Concentration_ppm
2024-09-03 16:30:47,494
2024-09-03 16:32:20,494
2024-09-03 16:32:34,495
2024-09-03 16:34:16,493
2024-09-03 16:34:54,491
2024-09-03 16:35:31,486
2024-09-03 16:36:39,489
2024-09-03 16:38:25,488
2024-09-03 16:38:59,489
2024-09-03 16:40:19,487
2024-09-03 16:41:28,488
2024-09-03 16:42:14,486
2024-09-03 16:42:34,484
2024-09-03 16:44:24,481
2024-09-03 16:45:25,481
2024-09-03 16:46:02,480
2024-09-03 16:47:23,474
2024-09-03 16:47:30,473
2024-09-03 16:48:47,476
2024-09-03 16:50:01,476
2024-09-03 16:51:16,475
2024-09-03 16:52:18,473
2024-09-03 16:52:40,473
2024-09-03 16:53:50,473
2024-09-03 16:54:55,472
2024-09-03 16:55:54,474
2024-09-03 16:56:51,471
2024-09-03 16:58:28,472
2024-09-03 16:58:56,471
2024-09-03 17:00:18,474
2024-09-03 17:00:42,468
2024-09-03 17:02:02,463
2024-09-03 17:03:03,465
2024-09-03 17:04:10,459
2024-09-03 17:05:04,462
2024-09-03 17:05:30,463
2024-09-03 17:06:50,461
2024-09-03 17:08:17,459
2024-09-03 17:09:24,458
2024-09-03 17:09:35,458
2024-09-03 17:10:57,460
2024-09-03 17:11:46,457
2024-09-03 17:12:34,462
2024-09-03 17:14:00,453
2024-09-03 17:14:34,457
2024-09-03 17:16:07,457
2024-09-03 17:16:32,457
2024-09-03 17:18:22,453
2024-09-03 17:18:52,456
2024-09-03 17:20:06,451
2024-09-03 17:21:22,452
2024-09-03 17:22:06,451
2024-09-03 17:22:39,452
2024-09-03 17:23:39,446
2024-09-03 17:24:48,453
2024-09-03 17:25:46,445
2024-09-03 17:26:50,443
2024-09-03 17:27:43,445
2024-09-03 17:28:38,443
2024-09-03 17:30:15,442
2024-09-03 17:30:30,444
2024-09-03 17:32:20,440
2024-09-03 17:33:14,440
2024-09-03 17:33:42,442
2024-09-03 17:34:33,445
2024-09-03 17:35:30,441
2024-09-03 17:37:18,445
2024-09-03 17:38:09,443
2024-09-03 17:39:01,442
2024-09-03 17:40:03,440
2024-09-03 17:40:57,440
2024-09-03 17:42:00,437
2024-09-03 17:42:37,436
2024-09-03 17:44:08,435
2024-09-03 17:44:55,434
2024-09-03 17:46:27,431
2024-09-03 17:47:03,437
2024-09-03 17:48:23,435
2024-09-03 17:49:23,435
2024-09-03 17:49:32,435
2024-09-03 17:51:28,432
2024-09-03 17:52:19,430
2024-09-03 17:52:41,430
2024-09-03 17:53:30,434
2024-09-03 17:55:23,429
2024-09-03 17:56:13,426
2024-09-03 17:56:34,430
2024-09-03 17:57:59,433
2024-09-03 17:58:59,428
2024-09-03 18:00:28,428
2024-09-03 18:01:26,431
2024-09-03 18:01:46,435
2024-09-03 18:03:17,427
2024-09-03 18:04:16,427
2024-09-03 18:04:52,431
2024-09-03 18:05:44,432
2024-09-03 18:07:06,428
2024-09-03 18:07:50,426
2024-09-03 18:08:43,430
2024-09-03 18:09:31,430
2024-09-03 18:10:40,433
2024-09-03 18:12:20,429
2024-09-03 18:13:08,430
2024-09-03 18:14:07,427
2024-09-03 18:15:29,433
2024-09-03 18:16:03,426
2024-09-03 18:17:07,425
2024-09-03 18:18:19,430
2024-09-03 18:19:03,423
2024-09-03 18:19:47,421
2024-09-03 18:20:59,424
2024-09-03 18:21:44,424
2024-09-03 18:22:56,423
2024-09-03 18:24:20,424
2024-09-03 18:25:03,420
2024-09-03 18:26:21,422
2024-09-03 18:27:26,421
2024-09-03 18:28:07,419
2024-09-03 18:29:02,421
2024-09-03 18:29:53,423
2024-09-03 18:30:44,425
2024-09-03 18:32:29,422
2024-09-03 18:32:59,416
2024-09-03 18:34:24,421
2024-09-03 18:35:11,421
2024-09-03 18:36:20,423
2024-09-03 18:36:46,420
2024-09-03 18:37:34,423
2024-09-03 18:38:58,421
2024-09-03 18:39:33,423
2024-09-03 18:40:39,419
2024-09-03 18:42:25,420
2024-09-03 18:42:46,422
2024-09-03 18:43:39,419
2024-09-03 18:44:46,418
2024-09-03 18:46:29,419
2024-09-03 18:46:49,419
2024-09-03 18:47:53,421
2024-09-03 18:48:34,417
2024-09-03 18:50:03,417
2024-09-03 18:50:35,424
2024-09-03 18:52:22,420
2024-09-03 18:52:31,421
2024-09-03 18:53:42,418
2024-09-03 18:55:12,421
2024-09-03 18:56:12,420
2024-09-03 18:57:17,418
2024-09-03 18:57:40,424
2024-09-03 18:59:20,423
2024-09-03 19:00:16,421
2024-09-03 19:01:26,423
2024-09-03 19:01:52,425
2024-09-03 19:03:24,423
2024-09-03 19:03:45,422
2024-09-03 19:05:00,421
2024-09-03 19:05:40,422
2024-09-03 19:07:23,420
2024-09-03 19:07:45,419
2024-09-03 19:08:37,422
2024-09-03 19:09:33,420
2024-09-03 19:11:09,420
2024-09-03 19:11:33,421
2024-09-03 19:13:25,423
2024-09-03 19:13:54,419
2024-09-03 19:14:32,423
2024-09-03 19:16:01,422
2024-09-03 19:16:32,422
2024-09-03 19:17:56,418
2024-09-03 19:18:58,417
2024-09-03 19:20:01,421
2024-09-03 19:21:19,421
2024-09-03 19:22:27,423
2024-09-03 19:23:20,420
2024-09-03 19:23:48,423
2024-09-03 19:24:50,423
2024-09-03 19:25:34,421
2024-09-03 19:26:47,421
2024-09-03 19:27:57,421
2024-09-03 19:29:11,418
2024-09-03 19:29:51,420
2024-09-03 19:30:50,423
2024-09-03 19:31:35,427
2024-09-03 19:32:30,427
2024-09-03 19:33:34,428
2024-09-03 19:35:10,425
2024-09-03 19:35:41,432
2024-09-03 19:36:55,431
2024-09-03 19:38:15,428
2024-09-03 19:39:03,426
2024-09-03 19:40:18,428
2024-09-03 19:40:43,429
2024-09-03 19:41:55,430
2024-09-03 19:43:14,430
2024-09-03 19:43:56,433
2024-09-03 19:44:38,429
2024-09-03 19:45:55,427
2024-09-03 19:47:26,428
2024-09-03 19:48:16,430
2024-09-03 19:49:26,429
2024-09-03 19:49:51,429
2024-09-03 19:51:16,429
2024-09-03 19:52:25,432
2024-09-03 19:52:59,429
2024-09-03 19:54:12,429
2024-09-03 19:55:17,431
2024-09-03 19:55:46,429
2024-09-03 19:56:55,431
2024-09-03 19:58:05,430
2024-09-03 19:58:30,429
2024-09-03 19:59:37,427
2024-09-03 20:01:18,431
2024-09-03 20:02:04,434
2024-09-03 20:03:21,429
2024-09-03 20:03:44,427
2024-09-03 20:05:16,429
2024-09-03 20:06:25,431
2024-09-03 20:06:51,428
2024-09-03 20:07:43,429
2024-09-03 20:08:55,430
2024-09-03 20:09:57,432
2024-09-03 20:10:52,431
2024-09-03 20:11:43,431
2024-09-03 20:12:53,428
2024-09-03 20:13:31,430
2024-09-03 20:15:14,428
2024-09-03 20:15:55,431
2024-09-03 20:16:43,431
2024-09-03 20:18:28,430
2024-09-03 20:19:25,428
2024-09-03 20:20:20,430
2024-09-03 20:20:36,434
2024-09-03 20:21:32,429
2024-09-03 20:23:16,432
2024-09-03 20:23:52,431
2024-09-03 20:25:15,429
2024-09-03 20:26:12,427
2024-09-03 20:27:16,430
2024-09-03 20:28:29,430
2024-09-03 20:29:14,434
2024-09-03 20:29:47,428
2024-09-03 20:31:27,435
2024-09-03 20:32:07,431
2024-09-03 20:33:04,431
2024-09-03 20:34:20,429
2024-09-03 20:34:44,431
2024-09-03 20:35:54,431
2024-09-03 20:37:24,432
2024-09-03 20:38:06,428
2024-09-03 20:38:57,433
2024-09-03 20:39:39,431
2024-09-03 20:41:08,431
2024-09-03 20:42:26,430
2024-09-03 20:42:46,428
2024-09-03 20:44:08,431
2024-09-03 20:44:51,430
2024-09-03 20:45:55,427
2024-09-03 20:47:13,432
2024-09-03 20:47:54,432
2024-09-03 20:48:46,429
2024-09-03 20:49:42,428
2024-09-03 20:50:49,429
2024-09-03 20:51:54,430
2024-09-03 20:52:33,429
2024-09-03 20:53:39,430
2024-09-03 20:54:32,430
2024-09-03 20:56:10,427
2024-09-03 20:57:14,427
2024-09-03 20:57:47,425
2024-09-03 20:59:16,432
2024-09-03 21:00:05,430
2024-09-03 21:01:16,432
2024-09-03 21:01:51,428
2024-09-03 21:03:03,430
2024-09-03 21:04:16,430
2024-09-03 21:04:37,429
2024-09-03 21:06:09,427
2024-09-03 21:07:18,433
2024-09-03 21:08:13,433
2024-09-03 21:08:48,429
2024-09-03 21:10:11,431
2024-09-03 21:11:10,429
2024-09-03 21:12:06,428
2024-09-03 21:12:35,434
2024-09-03 21:14:21,427
2024-09-03 21:14:55,429
2024-09-03 21:16:03,430
2024-09-03 21:17:28,433
2024-09-03 21:18:25,432
2024-09-03 21:19:28,427
2024-09-03 21:20:14,431
2024-09-03 21:20:35,431
2024-09-03 21:22:06,431
2024-09-03 21:23:26,432
2024-09-03 21:24:02,428
2024-09-03 21:25:22,429
2024-09-03 21:25:51,432
2024-09-03 21:26:50,432
2024-09-03 21:27:35,431
2024-09-03 21:28:35,430
2024-09-03 21:30:24,431
2024-09-03 21:31:17,432
2024-09-03 21:31:33,431
2024-09-03 21:32:59,429
2024-09-03 21:33:40,428
2024-09-03 21:34:59,428
2024-09-03 21:36:00,434
2024-09-03 21:36:53,433
2024-09-03 21:38:24,431
2024-09-03 21:38:38,430
2024-09-03 21:40:24,430
2024-09-03 21:40:32,433
2024-09-03 21:42:20,435
2024-09-03 21:43:00,430
2024-09-03 21:44:09,432
2024-09-03 21:45:06,430
2024-09-03 21:46:05,430
2024-09-03 21:46:53,433
2024-09-03 21:48:00,431
2024-09-03 21:48:35,431
2024-09-03 21:49:31,430
2024-09-03 21:50:49,428
2024-09-03 21:51:57,432
2024-09-03 21:52:40,430
2024-09-03 21:53:33,428
2024-09-03 21:54:44,431
2024-09-03 21:55:35,431
2024-09-03 21:57:23,434
2024-09-03 21:58:18,430
2024-09-03 21:58:59,429
2024-09-03 22:00:25,431
2024-09-03 22:01:07,429
2024-09-03 22:02:20,430
2024-09-03 22:03:26,428
2024-09-03 22:03:31,433
2024-09-03 22:04:44,430
2024-09-03 22:05:40,430
2024-09-03 22:06:37,432
2024-09-03 22:07:55,430
2024-09-03 22:09:20,430
2024-09-03 22:10:14,428
2024-09-03 22:11:13,429
2024-09-03 22:11:34,429
2024-09-03 22:12:35,430
2024-09-03 22:13:55,430
2024-09-03 22:15:23,432
2024-09-03 22:15:33,429
2024-09-03 22:16:48,432
2024-09-03 22:17:49,432
2024-09-03 22:19:02,430
2024-09-03 22:19:49,429
2024-09-03 22:21:18,431
2024-09-03 22:21:41,431
2024-09-03 22:23:16,431
2024-09-03 22:23:30,434
2024-09-03 22:24:55,430
2024-09-03 22:25:43,429
2024-09-03 22:27:07,427
2024-09-03 22:28:06,427
2024-09-03 22:28:40,426
2024-09-03 22:30:05,430
2024-09-03 22:30:42,424
2024-09-03 22:32:12,429
2024-09-03 22:32:32,427
2024-09-03 22:34:02,428
2024-09-03 22:34:35,428
2024-09-03 22:36:19,433
2024-09-03 22:37:25,430
2024-09-03 22:37:39,431
2024-09-03 22:38:34,432
2024-09-03 22:39:52,429
2024-09-03 22:40:39,427
2024-09-03 22:42:13,428
2024-09-03 22:42:31,427
2024-09-03 22:43:42,427
2024-09-03 22:45:09,428
2024-09-03 22:45:31,427
2024-09-03 22:46:49,428
2024-09-03 22:47:30,428
2024-09-03 22:49:06,427
2024-09-03 22:49:38,429
2024-09-03 22:50:46,428
2024-09-03 22:51:38,432
2024-09-03 22:52:40,428
2024-09-03 22:53:44,430
2024-09-03 22:54:53,426
2024-09-03 22:56:07,428
2024-09-03 22:57:24,429
2024-09-03 22:58:04,431
2024-09-03 22:58:59,432
2024-09-03 23:00:00,428
2024-09-03 23:01:18,427
2024-09-03 23:01:34,426
2024-09-03 23:03:29,432
2024-09-03 23:04:13,430
2024-09-03 23:05:19,427
2024-09-03 23:05:43,428
2024-09-03 23:07:22,432
2024-09-03 23:08:25,428
2024-09-03 23:08:40,427
2024-09-03 23:09:38,425
2024-09-03 23:11:03,424
2024-09-03 23:11:41,428
2024-09-03 23:13:04,429
2024-09-03 23:14:04,424
2024-09-03 23:14:30,430
2024-09-03 23:16:09,425
2024-09-03 23:16:51,428
2024-09-03 23:18:29,430
2024-09-03 23:18:58,427
2024-09-03 23:19:37,426
2024-09-03 23:20:40,429
2024-09-03 23:22:10,425
2024-09-03 23:23:06,429
2024-09-03 23:23:43,427
2024-09-03 23:25:29,426
2024-09-03 23:25:59,426
2024-09-03 23:27:04,424
2024-09-03 23:27:50,426
2024-09-03 23:29:06,426
2024-09-03 23:29:34,425
2024-09-03 23:30:48,427
2024-09-03 23:32:28,428
2024-09-03 23:32:43,427
2024-09-03 23:33:55,428
2024-09-03 23:34:33,425
2024-09-03 23:35:54,429
2024-09-03 23:37:14,427
2024-09-03 23:38:11,431
2024-09-03 23:38:54,433
2024-09-03 23:39:47,427
2024-09-03 23:41:09,427
2024-09-03 23:41:37,428
2024-09-03 23:43:08,430
2024-09-03 23:44:09,432
2024-09-03 23:44:43,428
2024-09-03 23:46:01,430
2024-09-03 23:47:20,429
2024-09-03 23:48:07,430
2024-09-03 23:49:02,432
2024-09-03 23:49:52,429
2024-09-03 23:50:44,426
2024-09-03 23:52:02,430
2024-09-03 23:52:54,427
2024-09-03 23:53:46,429
2024-09-03 23:55:02,432
2024-09-03 23:56:16,431
2024-09-03 23:57:24,430
2024-09-03 23:57:31,428
2024-09-03 23:58:43,424
2024-09-04 00:00:22,431
2024-09-04 00:01:09,428
2024-09-04 00:02:09,432
2024-09-04 00:03:20,430
2024-09-04 00:04:08,428
2024-09-04 00:05:20,431
2024-09-04 00:05:35,431
2024-09-04 00:06:35,429
2024-09-04 00:07:32,431
2024-09-04 00:08:36,428
2024-09-04 00:10:20,429
2024-09-04 00:10:37,430
2024-09-04 00:12:11,431
2024-09-04 00:13:21,430
2024-09-04 00:13:44,428
2024-09-04 00:15:16,430
2024-09-04 00:15:58,429
2024-09-04 00:17:02,429
2024-09-04 00:18:21,428
2024-09-04 00:18:59,433
2024-09-04 00:20:08,428
2024-09-04 00:20:56,432
2024-09-04 00:22:05,427
2024-09-04 00:22:58,431
2024-09-04 00:24:07,430
2024-09-04 00:25:26,433
2024-09-04 00:26:02,429
2024-09-04 00:27:06,428
2024-09-04 00:27:56,430
2024-09-04 00:29:24,433
2024-09-04 00:30:02,428
2024-09-04 00:30:33,425
2024-09-04 00:31:51,430
2024-09-04 00:32:31,432
2024-09-04 00:33:39,428
2024-09-04 00:34:34,432
2024-09-04 00:36:28,427
2024-09-04 00:36:39,429
2024-09-04 00:38:02,431
2024-09-04 00:39:23,427
2024-09-04 00:40:07,429
2024-09-04 00:40:42,431
2024-09-04 00:42:00,429
2024-09-04 00:43:16,428
2024-09-04 00:44:05,432
2024-09-04 00:45:14,430
2024-09-04 00:45:53,425
2024-09-04 00:47:21,431
2024-09-04 00:48:25,428
2024-09-04 00:48:44,429
2024-09-04 00:49:58,430
2024-09-04 00:50:37,427
2024-09-04 00:51:34,425
2024-09-04 00:52:58,430
2024-09-04 00:54:16,429
2024-09-04 00:54:33,428
2024-09-04 00:55:41,430
2024-09-04 00:57:14,426
2024-09-04 00:57:31,427
2024-09-04 00:58:56,427
2024-09-04 01:00:00,425
2024-09-04 01:01:20,428
2024-09-04 01:02:20,425
2024-09-04 01:03:05,426
2024-09-04 01:04:05,429
2024-09-04 01:04:55,432
2024-09-04 01:06:12,426
2024-09-04 01:06:56,428
2024-09-04 01:07:34,428
2024-09-04 01:08:49,423
2024-09-04 01:09:40,428
2024-09-04 01:10:39,429
2024-09-04 01:12:09,428
2024-09-04 01:13:07,427
2024-09-04 01:13:35,428
2024-09-04 01:14:37,427
2024-09-04 01:15:52,424
2024-09-04 01:17:16,427
2024-09-04 01:17:55,426
2024-09-04 01:19:15,427
2024-09-04 01:20:12,433
2024-09-04 01:20:41,431
2024-09-04 01:21:55,426
2024-09-04 01:22:42,429
2024-09-04 01:24:09,431
2024-09-04 01:24:47,426
2024-09-04 01:25:54,429
2024-09-04 01:27:02,429
2024-09-04 01:28:16,426
2024-09-04 01:29:09,430
2024-09-04 01:30:29,431
2024-09-04 01:31:12,432
2024-09-04 01:31:41,429
2024-09-04 01:33:13,434
2024-09-04 01:34:05,425
2024-09-04 01:35:17,430
2024-09-04 01:35:33,426
2024-09-04 01:36:34,429
2024-09-04 01:38:25,428
2024-09-04 01:39:06,429
2024-09-04 01:39:37,428
2024-09-04 01:41:11,426
2024-09-04 01:42:18,426
2024-09-04 01:42:57,432
2024-09-04 01:44:00,429
2024-09-04 01:45:27,425
2024-09-04 01:45:38,429
2024-09-04 01:47:23,428
2024-09-04 01:48:20,428
2024-09-04 01:48:58,430
2024-09-04 01:49:43,430
2024-09-04 01:51:09,426
2024-09-04 01:52:10,428
2024-09-04 01:52:51,427
2024-09-04 01:53:40,429
2024-09-04 01:54:52,428
2024-09-04 01:55:30,428
2024-09-04 01:57:15,427
2024-09-04 01:58:06,427
2024-09-04 01:58:50,430
2024-09-04 01:59:55,432
2024-09-04 02:01:15,429
2024-09-04 02:02:05,427
2024-09-04 02:03:23,424
2024-09-04 02:03:52,425
2024-09-04 02:05:26,427
2024-09-04 02:05:30,426
2024-09-04 02:07:23,426
2024-09-04 02:08:24,430
2024-09-04 02:09:20,427
2024-09-04 02:10:09,427
2024-09-04 02:10:44,426
2024-09-04 02:11:50,430
2024-09-04 02:13:16,428
2024-09-04 02:13:38,427
2024-09-04 02:15:22,425
2024-09-04 02:15:38,427
2024-09-04 02:16:39,426
2024-09-04 02:18:21,430
2024-09-04 02:19:26,431
2024-09-04 02:20:22,425
2024-09-04 02:20:55,425
2024-09-04 02:22:10,426
2024-09-04 02:23:04,425
2024-09-04 02:24:21,427
2024-09-04 02:24:54,426
2024-09-04 02:25:55,428
2024-09-04 02:26:40,429
2024-09-04 02:28:07,425
2024-09-04 02:28:31,429
2024-09-04 02:29:36,426
2024-09-04 02:30:47,431
2024-09-04 02:31:56,430
2024-09-04 02:33:03,428
2024-09-04 02:33:56,426
2024-09-04 02:34:46,425
2024-09-04 02:36:12,429
2024-09-04 02:37:28,427
2024-09-04 02:38:13,429
2024-09-04 02:39:28,431
2024-09-04 02:40:20,425
2024-09-04 02:41:23,425
2024-09-04 02:41:53,426
2024-09-04 02:42:54,428
2024-09-04 02:43:36,424
2024-09-04 02:45:21,426
2024-09-04 02:45:35,429
2024-09-04 02:47:22,424
2024-09-04 02:47:53,427
2024-09-04 02:49:02,425
2024-09-04 02:50:18,426
2024-09-04 02:50:58,428
2024-09-04 02:52:12,427
2024-09-04 02:52:51,425
2024-09-04 02:53:55,426
2024-09-04 02:54:57,430
2024-09-04 02:56:19,428
2024-09-04 02:56:50,428
2024-09-04 02:58:18,427
2024-09-04 02:58:36,429
2024-09-04 02:59:46,426
2024-09-04 03:00:49,425
2024-09-04 03:02:10,429
2024-09-04 03:03:18,430
2024-09-04 03:03:49,425
2024-09-04 03:05:23,426
2024-09-04 03:05:51,427
2024-09-04 03:06:57,430
2024-09-04 03:08:09,428
2024-09-04 03:09:18,424
2024-09-04 03:09:36,427
2024-09-04 03:10:30,427
2024-09-04 03:12:01,425
2024-09-04 03:12:42,427
2024-09-04 03:13:59,426
2024-09-04 03:14:52,427
2024-09-04 03:16:20,427
2024-09-04 03:17:28,431
2024-09-04 03:18:25,427
2024-09-04 03:18:48,428
2024-09-04 03:20:01,428
2024-09-04 03:20:59,427
2024-09-04 03:21:58,428
2024-09-04 03:23:18,428
2024-09-04 03:24:14,428
2024-09-04 03:24:58,426
2024-09-04 03:25:59,428
2024-09-04 03:26:45,430
2024-09-04 03:28:09,428
2024-09-04 03:28:48,428
2024-09-04 03:29:47,428
2024-09-04 03:30:30,429
2024-09-04 03:31:43,429
2024-09-04 03:33:20,428
2024-09-04 03:34:16,426
2024-09-04 03:35:19,426
2024-09-04 03:35:31,430
2024-09-04 03:37:23,430
2024-09-04 03:37:57,429
2024-09-04 03:39:18,430
2024-09-04 03:40:19,428
2024-09-04 03:40:59,426
2024-09-04 03:42:07,425
2024-09-04 03:43:20,426
2024-09-04 03:43:33,429
2024-09-04 03:44:30,426
2024-09-04 03:45:37,428
2024-09-04 03:46:58,426
2024-09-04 03:48:24,425
2024-09-04 03:49:08,424
2024-09-04 03:49:32,425
2024-09-04 03:51:01,429
2024-09-04 03:51:39,424
2024-09-04 03:52:39,430
2024-09-04 03:53:48,424
2024-09-04 03:55:15,427
2024-09-04 03:56:03,425
2024-09-04 03:57:29,424
2024-09-04 03:58:02,423
2024-09-04 03:58:52,427
2024-09-04 04:00:24,425
2024-09-04 04:00:57,424
2024-09-04 04:02:01,427
2024-09-04 04:03:19,426
2024-09-04 04:03:36,430
2024-09-04 04:04:58,429
2024-09-04 04:05:37,430
2024-09-04 04:06:30,426
2024-09-04 04:08:26,427
2024-09-04 04:09:24,422
2024-09-04 04:09:32,426
2024-09-04 04:10:53,427
2024-09-04 04:11:52,427
2024-09-04 04:13:28,427
2024-09-04 04:13:37,427
2024-09-04 04:15:23,422
2024-09-04 04:16:26,428
2024-09-04 04:17:16,427
2024-09-04 04:18:06,429
2024-09-04 04:18:32,427
2024-09-04 04:20:20,425
2024-09-04 04:21:02,427
2024-09-04 04:21:57,420
2024-09-04 04:23:16,424
2024-09-04 04:23:37,423
2024-09-04 04:25:03,425
2024-09-04 04:26:04,421
2024-09-04 04:27:01,428
2024-09-04 04:27:53,425
2024-09-04 04:28:43,426
2024-09-04 04:30:01,425
2024-09-04 04:31:25,427
2024-09-04 04:32:15,420
2024-09-04 04:33:12,425
2024-09-04 04:33:45,426
2024-09-04 04:34:33,425
2024-09-04 04:36:21,423
2024-09-04 04:37:06,423
2024-09-04 04:38:23,424
2024-09-04 04:38:50,424
2024-09-04 04:39:43,425
2024-09-04 04:41:00,427
2024-09-04 04:42:24,423
2024-09-04 04:43:17,423
2024-09-04 04:43:47,425
2024-09-04 04:44:36,423
2024-09-04 04:45:39,420
2024-09-04 04:46:36,423
2024-09-04 04:48:02,423
2024-09-04 04:48:52,425
2024-09-04 04:49:50,421
2024-09-04 04:50:48,425
2024-09-04 04:52:17,422
2024-09-04 04:52:48,420
2024-09-04 04:54:05,420
2024-09-04 04:54:58,426
2024-09-04 04:56:29,423
2024-09-04 04:56:47,424
2024-09-04 04:57:31,419
2024-09-04 04:58:30,427
2024-09-04 05:00:16,424
2024-09-04 05:00:34,421
2024-09-04 05:01:49,421
2024-09-04 05:02:40,424
2024-09-04 05:04:11,424
2024-09-04 05:04:31,423
2024-09-04 05:05:32,422
2024-09-04 05:06:52,423
2024-09-04 05:08:24,420
2024-09-04 05:08:41,422
2024-09-04 05:09:49,419
2024-09-04 05:10:34,424
2024-09-04 05:12:06,422
2024-09-04 05:13:07,420
2024-09-04 05:13:59,421
2024-09-04 05:14:38,423
2024-09-04 05:16:03,423
2024-09-04 05:17:22,421
2024-09-04 05:18:13,420
2024-09-04 05:19:04,423
2024-09-04 05:20:21,422
2024-09-04 05:21:27,422
2024-09-04 05:21:51,423
2024-09-04 05:23:13,424
2024-09-04 05:23:53,425
2024-09-04 05:24:46,423
2024-09-04 05:25:39,422
2024-09-04 05:26:59,424
2024-09-04 05:28:25,423
2024-09-04 05:29:28,420
2024-09-04 05:30:15,425
2024-09-04 05:30:52,425
2024-09-04 05:32:01,428
2024-09-04 05:32:46,428
2024-09-04 05:34:19,422
2024-09-04 05:35:20,423
2024-09-04 05:35:46,429
2024-09-04 05:36:43,424
2024-09-04 05:37:38,424
2024-09-04 05:39:09,421
2024-09-04 05:39:31,424
2024-09-04 05:41:14,428
2024-09-04 05:41:54,427
2024-09-04 05:43:08,423
2024-09-04 05:43:38,423
2024-09-04 05:45:23,422
2024-09-04 05:45:51,421
2024-09-04 05:47:12,419
2024-09-04 05:48:15,423
2024-09-04 05:48:33,426
2024-09-04 05:49:55,425
2024-09-04 05:51:27,427
2024-09-04 05:51:58,426
2024-09-04 05:53:14,422
2024-09-04 05:54:03,421
2024-09-04 05:54:52,422
2024-09-04 05:56:06,420
2024-09-04 05:56:40,423
2024-09-04 05:57:35,417
2024-09-04 05:58:47,423
2024-09-04 05:59:50,422
2024-09-04 06:01:11,423
2024-09-04 06:02:05,424
2024-09-04 06:03:10,423
2024-09-04 06:04:07,426
2024-09-04 06:05:03,424
2024-09-04 06:05:46,421
2024-09-04 06:07:06,424
2024-09-04 06:07:54,419
2024-09-04 06:09:07,422
2024-09-04 06:10:27,424
2024-09-04 06:10:41,425
2024-09-04 06:11:52,423
2024-09-04 06:13:22,422
2024-09-04 06:14:11,420
2024-09-04 06:14:51,424
2024-09-04 06:15:50,429
2024-09-04 06:16:56,427
2024-09-04 06:18:26,428
2024-09-04 06:19:00,424
2024-09-04 06:19:35,422
2024-09-04 06:20:56,421
2024-09-04 06:22:09,424
2024-09-04 06:23:03,421
2024-09-04 06:23:41,425
2024-09-04 06:25:14,426
2024-09-04 06:26:26,425
2024-09-04 06:27:22,424
2024-09-04 06:27:36,429
2024-09-04 06:28:39,428
2024-09-04 06:30:14,431
2024-09-04 06:30:46,427
2024-09-04 06:31:55,432
2024-09-04 06:32:50,433
2024-09-04 06:33:57,431
2024-09-04 06:35:27,429
2024-09-04 06:36:15,431
2024-09-04 06:36:31,430
2024-09-04 06:38:29,429
2024-09-04 06:39:23,433
2024-09-04 06:40:12,432
2024-09-04 06:40:30,434
2024-09-04 06:42:20,430
2024-09-04 06:43:22,430
2024-09-04 06:44:05,430
2024-09-04 06:45:20,429
2024-09-04 06:45:55,433
2024-09-04 06:46:58,435
2024-09-04 06:47:50,430
2024-09-04 06:48:40,430
2024-09-04 06:50:09,429
2024-09-04 06:50:40,430
2024-09-04 06:52:05,435
2024-09-04 06:53:18,431
2024-09-04 06:54:28,431
2024-09-04 06:55:08,430
2024-09-04 06:56:09,433
2024-09-04 06:57:04,432
2024-09-04 06:58:23,431
2024-09-04 06:59:03,432
2024-09-04 07:00:24,437
2024-09-04 07:01:16,434
2024-09-04 07:01:53,435
2024-09-04 07:03:23,435
2024-09-04 07:03:51,438
2024-09-04 07:04:34,434
2024-09-04 07:06:25,435
2024-09-04 07:07:02,436
2024-09-04 07:08:27,433
2024-09-04 07:09:05,434
2024-09-04 07:10:16,437
2024-09-04 07:10:49,437
2024-09-04 07:11:48,438
2024-09-04 07:13:04,435
2024-09-04 07:14:21,435
2024-09-04 07:15:12,432
2024-09-04 07:15:46,439
2024-09-04 07:17:28,439
2024-09-04 07:18:14,439
2024-09-04 07:19:12,440
2024-09-04 07:20:03,439
2024-09-04 07:20:38,442
2024-09-04 07:21:55,439
2024-09-04 07:22:31,436
2024-09-04 07:24:22,442
2024-09-04 07:24:38,437
2024-09-04 07:25:38,442
2024-09-04 07:27:09,445
2024-09-04 07:27:46,444
2024-09-04 07:28:30,448
2024-09-04 07:29:54,440
2024-09-04 07:31:12,444
2024-09-04 07:32:09,444
2024-09-04 07:33:11,441
2024-09-04 07:33:54,443
2024-09-04 07:35:08,443
2024-09-04 07:36:04,443
2024-09-04 07:36:32,446
2024-09-04 07:38:19,445
2024-09-04 07:39:06,447
2024-09-04 07:40:13,447
2024-09-04 07:41:13,447
2024-09-04 07:42:20,445
2024-09-04 07:42:59,447
2024-09-04 07:44:07,449
2024-09-04 07:45:03,448
2024-09-04 07:45:41,451
2024-09-04 07:46:48,450
2024-09-04 07:48:06,451
2024-09-04 07:49:13,443
2024-09-04 07:50:28,448
2024-09-04 07:51:28,447
2024-09-04 07:52:18,448
2024-09-04 07:52:46,446
2024-09-04 07:53:39,450
2024-09-04 07:55:26,446
2024-09-04 07:56:24,452
2024-09-04 07:57:18,449
2024-09-04 07:58:16,451
2024-09-04 07:58:41,454
2024-09-04 07:59:45,455
2024-09-04 08:00:53,460
2024-09-04 08:01:48,459
